Edad,Causa de muerte,Total,Hombres,Mujeres
25 - 29 años,Infarto agudo del miocardio,49,32,17
25 - 29 años,Fibrosis y cirrosis del hígado,44,40,4
25 - 29 años,Enfermedad alcohólica del hígado,38,34,4
25 - 29 años,"Envenenamiento accidental por, y exposición a otros productos químicos y sustancias nocivas, y los no especificados",33,25,8
25 - 29 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",32,25,7
25 - 29 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",108,58,50
25 - 29 años,Otras causas,938,532,406
30 - 34 años,Todas las causas,2819,2051,768
30 - 34 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",482,432,50
30 - 34 años,Exposición a factores no especificados,261,232,29
30 - 34 años,"Disparo de otras armas de fuego, y las no especificadas",186,168,18
30 - 34 años,"Neumonía, organismo no especificado",103,57,46
30 - 34 años,Secuelas de otros efectos y los no especificados de causas externas,81,68,13
30 - 34 años,"Envenenamiento accidental por, y exposición al alcohol",80,76,4
30 - 34 años,Infarto agudo del miocardio,74,41,33
30 - 34 años,Fibrosis y cirrosis del hígado,72,61,11
30 - 34 años,Enfermedad alcohólica del hígado,71,62,9
30 - 34 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",59,44,15
30 - 34 años,Diarrea y gastroenteritis de presunto origen infeccioso,53,32,21
30 - 34 años,"Diabetes mellitus, no especificada",46,21,25
30 - 34 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,44,39,5
30 - 34 años,Agresión con objeto cortante,44,35,9
30 - 34 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], resultante en enfermedades infecciosas y parasitarias",41,29,12
30 - 34 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",102,67,35
30 - 34 años,Otras causas,1020,587,433
35 - 39 años,Todas las causas,2680,1855,825
35 - 39 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",345,305,40
35 - 39 años,Exposición a factores no especificados,224,197,27
35 - 39 años,"Disparo de otras armas de fuego, y las no especificadas",119,106,13
35 - 39 años,Fibrosis y cirrosis del hígado,117,102,15
35 - 39 años,Infarto agudo del miocardio,101,63,38
35 - 39 años,"Neumonía, organismo no especificado",86,57,29
35 - 39 años,Secuelas de otros efectos y los no especificados de causas externas,82,70,12
35 - 39 años,Enfermedad alcohólica del hígado,75,63,12
35 - 39 años,"Diabetes mellitus, no especificada",72,34,38
35 - 39 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,69,61,8
35 - 39 años,"Envenenamiento accidental por, y exposición al alcohol",68,60,8
35 - 39 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",38,25,13
35 - 39 años,Tumor maligno del estómago,37,15,22
35 - 39 años,Agresión con objeto cortante,32,28,4
35 - 39 años,Diarrea y gastroenteritis de presunto origen infeccioso,31,14,17
35 - 39 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",117,70,47
35 - 39 años,Otras causas,1067,585,482
40 - 44 años,Todas las causas,2659,1778,881
40 - 44 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",242,215,27
40 - 44 años,Exposición a factores no especificados,177,155,22
40 - 44 años,Fibrosis y cirrosis del hígado,134,105,29
40 - 44 años,"Diabetes mellitus, no especificada",110,54,56
40 - 44 años,Infarto agudo del miocardio,109,65,44
40 - 44 años,Enfermedad alcohólica del hígado,102,87,15
40 - 44 años,"Neumonía, organismo no especificado",98,53,45
40 - 44 años,"Disparo de otras armas de fuego, y las no especificadas",82,71,11
40 - 44 años,"Envenenamiento accidental por, y exposición al alcohol",81,78,3
40 - 44 años,Secuelas de otros efectos y los no especificados de causas externas,72,57,15
40 - 44 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,65,59,6
40 - 44 años,Tumor maligno del estómago,59,28,31
40 - 44 años,Diarrea y gastroenteritis de presunto origen infeccioso,50,34,16
40 - 44 años,"Enfermedad por virus de la inmunodeficiencia humana [VIH], sin otra especificación",40,30,10
40 - 44 años,Diabetes mellitus no insulinodependiente,36,23,13
40 - 44 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",128,74,54
40 - 44 años,Otras causas,1074,590,484
45 - 49 años,Todas las causas,2920,1832,1088
45 - 49 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",195,166,29
45 - 49 años,Exposición a factores no especificados,192,164,28
45 - 49 años,"Diabetes mellitus, no especificada",186,68,118
45 - 49 años,Fibrosis y cirrosis del hígado,165,137,28
45 - 49 años,Infarto agudo del miocardio,149,84,65
45 - 49 años,"Neumonía, organismo no especificado",119,78,41
45 - 49 años,Enfermedad alcohólica del hígado,99,83,16
45 - 49 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,76,69,7
45 - 49 años,"Envenenamiento accidental por, y exposición al alcohol",69,66,3
45 - 49 años,"Disparo de otras armas de fuego, y las no especificadas",63,55,8
45 - 49 años,Tumor maligno del estómago,59,32,27
45 - 49 años,Diarrea y gastroenteritis de presunto origen infeccioso,53,22,31
45 - 49 años,Insuficiencia renal crónica,53,32,21
45 - 49 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,49,19,30
45 - 49 años,Diabetes mellitus no insulinodependiente,49,29,20
45 - 49 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",141,87,54
45 - 49 años,Otras causas,1203,641,562
50 - 54 años,Todas las causas,3400,1928,1472
50 - 54 años,"Diabetes mellitus, no especificada",316,138,178
50 - 54 años,Infarto agudo del miocardio,204,120,84
50 - 54 años,Exposición a factores no especificados,172,144,28
50 - 54 años,Fibrosis y cirrosis del hígado,169,111,58
50 - 54 años,"Neumonía, organismo no especificado",138,77,61
50 - 54 años,"Agresión con disparo de otras armas de fuego, y las no especificadas",133,110,23
50 - 54 años,Enfermedad alcohólica del hígado,114,97,17
50 - 54 años,Tumor maligno del estómago,102,41,61
50 - 54 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,80,32,48
50 - 54 años,Diabetes mellitus no insulinodependiente,77,38,39
50 - 54 años,Trastornos mentales y del comportamiento debidos al uso de alcohol,65,61,4
50 - 54 años,Insuficiencia renal crónica,62,29,33
50 - 54 años,"Envenenamiento accidental por, y exposición al alcohol",61,58,3
50 - 54 años,Diarrea y gastroenteritis de presunto origen infeccioso,55,25,30
50 - 54 años,Secuelas de otros efectos y los no especificados de causas externas,54,41,13
50 - 54 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",173,98,75
50 - 54 años,Otras causas,1425,708,717
55 - 59 años ,Todas las causas,3786,1999,1787
55 - 59 años ,"Diabetes mellitus, no especificada",422,169,253
55 - 59 años ,Infarto agudo del miocardio,262,150,112
55 - 59 años ,Fibrosis y cirrosis del hígado,183,117,66
55 - 59 años ,"Neumonía, organismo no especificado",180,105,75
55 - 59 años ,Exposición a factores no especificados,159,127,32
55 - 59 años ,Tumor maligno del hígado y de las vías biliares intrahepáticas,112,45,67
55 - 59 años ,Diabetes mellitus no insulinodependiente,112,43,69
55 - 59 años ,Tumor maligno del estómago,111,52,59
55 - 59 años ,"Agresión con disparo de otras armas de fuego, y las no especificadas",89,77,12
55 - 59 años ,Insuficiencia renal crónica,80,38,42
55 - 59 años ,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",78,34,44
55 - 59 años ,Insuficiencia cardíaca,69,31,38
55 - 59 años ,Diarrea y gastroenteritis de presunto origen infeccioso,68,32,36
55 - 59 años ,Enfermedad alcohólica del hígado,60,54,6
55 - 59 años ,"Desnutrición proteicocalórica, no especificada",52,22,30
55 - 59 años ,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",170,80,90
55 - 59 años ,Otras causas,1579,823,756
60 - 64 años,Todas las causas,4096,2157,1939
60 - 64 años,"Diabetes mellitus, no especificada",436,178,258
60 - 64 años,Infarto agudo del miocardio,307,176,131
60 - 64 años,"Neumonía, organismo no especificado",224,117,107
60 - 64 años,Fibrosis y cirrosis del hígado,195,122,73
60 - 64 años,Tumor maligno del estómago,163,79,84
60 - 64 años,Diabetes mellitus no insulinodependiente,155,64,91
60 - 64 años,Exposición a factores no especificados,134,98,36
60 - 64 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,132,56,76
60 - 64 años,Insuficiencia renal crónica,112,63,49
60 - 64 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",87,51,36
60 - 64 años,Diarrea y gastroenteritis de presunto origen infeccioso,86,46,40
60 - 64 años,Insuficiencia cardíaca,69,36,33
60 - 64 años,Otras enfermedades cerebrovasculares,66,23,43
60 - 64 años,Insuficiencia renal no especificada,61,29,32
60 - 64 años,Enfermedad alcohólica del hígado,60,56,4
60 - 64 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",215,109,106
60 - 64 años,Otras causas,1594,854,740
65 - 69 años,Todas las causas,4250,2199,2051
65 - 69 años,"Diabetes mellitus, no especificada",433,168,265
65 - 69 años,Infarto agudo del miocardio,386,236,150
65 - 69 años,"Neumonía, organismo no especificado",273,135,138
65 - 69 años,Fibrosis y cirrosis del hígado,176,106,70
65 - 69 años,Tumor maligno del estómago,159,75,84
65 - 69 años,Diabetes mellitus no insulinodependiente,148,58,90
65 - 69 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,147,69,78
65 - 69 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",124,71,53
65 - 69 años,Insuficiencia cardíaca,122,65,57
65 - 69 años,Exposición a factores no especificados,97,69,28
65 - 69 años,Diarrea y gastroenteritis de presunto origen infeccioso,93,46,47
65 - 69 años,Insuficiencia renal crónica,91,56,35
65 - 69 años,Otras enfermedades cerebrovasculares,71,29,42
65 - 69 años,Insuficiencia renal no especificada,66,34,32
65 - 69 años,"Desnutrición proteicocalórica, no especificada",58,32,26
65 - 69 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",234,112,122
65 - 69 años,Otras causas,1572,838,734
70 - 74 años,Todas las causas,4824,2499,2325
70 - 74 años,"Neumonía, organismo no especificado",442,217,225
70 - 74 años,Infarto agudo del miocardio,435,217,218
70 - 74 años,"Diabetes mellitus, no especificada",380,158,222
70 - 74 años,Fibrosis y cirrosis del hígado,160,90,70
70 - 74 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",153,84,69
70 - 74 años,Insuficiencia cardíaca,146,71,75
70 - 74 años,Tumor maligno del estómago,145,69,76
70 - 74 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,145,68,77
70 - 74 años,Diabetes mellitus no insulinodependiente,128,46,82
70 - 74 años,Exposición a factores no especificados,100,67,33
70 - 74 años,Diarrea y gastroenteritis de presunto origen infeccioso,99,45,54
70 - 74 años,"Desnutrición proteicocalórica, no especificada",99,63,36
70 - 74 años,Insuficiencia renal crónica,97,50,47
70 - 74 años,Otras enfermedades cerebrovasculares,89,47,42
70 - 74 años,Otras enfermedades pulmonares obstructivas crónicas,72,42,30
70 - 74 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",366,187,179
70 - 74 años,Otras causas,1768,978,790
75 - 79 años,Todas las causas,5709,2944,2765
75 - 79 años,Infarto agudo del miocardio,589,322,267
75 - 79 años,"Neumonía, organismo no especificado",584,301,283
75 - 79 años,"Diabetes mellitus, no especificada",408,155,253
75 - 79 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",246,114,132
75 - 79 años,Insuficiencia cardíaca,235,124,111
75 - 79 años,Tumor maligno del estómago,162,83,79
75 - 79 años,"Desnutrición proteicocalórica, no especificada",155,74,81
75 - 79 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,149,73,76
75 - 79 años,Diabetes mellitus no insulinodependiente,143,46,97
75 - 79 años,Diarrea y gastroenteritis de presunto origen infeccioso,124,65,59
75 - 79 años,Otras enfermedades cerebrovasculares,123,60,63
75 - 79 años,Otras enfermedades pulmonares obstructivas crónicas,119,59,60
75 - 79 años,Tumor maligno de la próstata,117,117,0
75 - 79 años,Exposición a factores no especificados,113,73,40
75 - 79 años,Fibrosis y cirrosis del hígado,100,53,47
75 - 79 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",489,262,227
75 - 79 años,Otras causas,1853,963,890
80 - 84 años,Todas las causas,6215,3110,3105
80 - 84 años,"Neumonía, organismo no especificado",748,389,359
80 - 84 años,Infarto agudo del miocardio,719,369,350
80 - 84 años,"Diabetes mellitus, no especificada",336,124,212
83 - 84 años,Insuficiencia cardíaca,321,171,150
80 - 84 años,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",251,116,135
80 - 84 años,"Desnutrición proteicocalórica, no especificada",193,103,90
80 - 84 años,Tumor maligno del estómago,155,73,82
80 - 84 años,Otras enfermedades pulmonares obstructivas crónicas,147,75,72
80 - 84 años,Diarrea y gastroenteritis de presunto origen infeccioso,127,62,65
80 - 84 años,Otras enfermedades cerebrovasculares,122,56,66
80 - 84 años,Tumor maligno del hígado y de las vías biliares intrahepáticas,109,61,48
80 - 84 años,Tumor maligno de la próstata,109,109,0
80 - 84 años,Diabetes mellitus no insulinodependiente,106,45,61
80 - 84 años,Fibrosis y cirrosis del hígado,102,60,42
80 - 84 años,Exposición a factores no especificados,101,55,46
80 - 84 años,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",711,343,368
80 - 84 años,Otras causas,1858,899,959
85 y más,Todas las causas,8588,4049,4539
85 y más,Infarto agudo del miocardio,1180,566,614
85 y más,"Neumonía, organismo no especificado",1172,601,571
85 y más,Insuficiencia cardíaca,487,223,264
85 y más,"Accidente vascular encefálico agudo, no especificado como hemorrágico o isquémico",390,187,203
85 y más,"Desnutrición proteicocalórica, no especificada",374,180,194
85 y más,"Diabetes mellitus, no especificada",314,111,203
85 y más,Otras enfermedades pulmonares obstructivas crónicas,189,85,104
85 y más,Otras enfermedades cerebrovasculares,180,77,103
85 y más,Exposición a factores no especificados,166,85,81
85 y más,Tumor maligno de la próstata,153,153,0
85 y más,Tumor maligno del estómago,141,56,85
85 y más,Diarrea y gastroenteritis de presunto origen infeccioso,133,68,65
85 y más,Hipertensión esencial (primaria),130,51,79
85 y más,Insuficiencia renal crónica,107,53,54
85 y más,Insuficiencia renal no especificada,101,55,46
85 y más,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",1312,577,735
85 y más,Otras causas,2059,921,1138
Ignorado,Todas las causas,948,631,317
Ignorado,"Neumonía, organismo no especificado",105,63,42
Ignorado,Exposición a factores no especificados,76,60,16
Ignorado,Diarrea y gastroenteritis de presunto origen infeccioso,59,36,23
Ignorado,"Agresión con disparo de otras armas de fuego, y las no especificadas",51,45,6
Ignorado,Agresión con objeto cortante,33,29,4
Ignorado,Infarto agudo del miocardio,32,17,15
Ignorado,"Disparo de otras armas de fuego, y las no especificadas",25,21,4
Ignorado,Otras septicemias,20,10,10
Ignorado,"Desnutrición proteicocalórica, no especificada",20,9,11
Ignorado,Agresión por medios no especificados,19,18,1
Ignorado,Secuelas de otros efectos y los no especificados de causas externas,17,13,4
Ignorado,Ahogamiento y sumersión no especificados,17,13,4
Ignorado,Insuficiencia cardíaca,16,7,9
Ignorado,Negligencia y abandono,14,12,2
Ignorado,"Diabetes mellitus, no especificada",13,7,6
Ignorado,"Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte",113,67,46
Ignorado,Otras causas,318,204,114
